,Unnamed: 0,texto,rótulo,rótulo_texto
1948,1948,é um filme oportuno e de transporte .,1,subjetiva
1949,1949,"ao contrário de seus esforços de direção, la femme nikita e o profissional, o transportador não tem a perspectiva de Besson como contador de histórias.",1,subjetiva
1950,1950,uma paródia não intencional de cada filme adolescente feito nos últimos cinco anos.,1,subjetiva
1951,1951,"martha é rica em contradições, sua personalidade fortemente ferida contrariando o prazer sensual que ela oferece aos outros através de sua arte.",1,subjetiva
1952,1952,"nunca tendo sido um grande fã do romance de 800 páginas de dickens, me surpreendeu o prazer que tive assistindo a versão de mcgrath.",1,subjetiva
1953,1953,"[enquanto o último metrô] era mais melodramático, confinado a uma única companhia de teatro e suas estratégias e decepções, enquanto o tavernier se preocupa mais com todo o período da história.",1,subjetiva
1954,1954,. . . ganha vida apenas quando muda de marcha para o sentimental .,1,subjetiva
1955,1955,"ao detalhar abertamente a política envolvida na criação de uma peça musical extraordinária, [jones] chama nossa atenção para o conflito inerente entre comércio e criatividade.",1,subjetiva
1956,1956,"nos primeiros anos, mitra é punida repetidamente enquanto o diretor tenta quebrá-la.",0,objetiva
1957,1957,"levi , é um ex-militar e um ativista dos direitos dos animais que volta para casa para encontrar a guerra em casa mais difícil de combater do que qualquer coisa que ele já encontrou, mas pelo que e por quem ele está lutando?",0,objetiva
1958,1958 ," entra Stella (Theron), uma bela arrombadora de nervos de aço, que se junta a Charlie e sua antiga gangue quando seguem o backstabber para a Califórnia, onde planejam roubar novamente o ouro tocando no controle de tráfego de Los Angeles. sistema , manipulando sinais e criando um dos maiores engarrafamentos da história .",0,objetiva
1959,1959,"mas seu mentor e ``treinador`` Joe (chazz palminteri), um traficante obscuro que decide como e quem Johnny joga, está impedindo-o de realizar seu sonho.",0,objetiva
1960,1960,uma família peculiar estaciona seu trailer no deserto do texas e tenta construir o campo de golfe dos sonhos do pai.,0,objetiva
1961,1961,nenhum filme poderia ser mais desdenhoso da população feminina solteira.,1,subjetiva
1962,1962,e poderia continuar com isso destruir seus casamentos e amizades?,0,objetiva
1963,1963,os sets limitados e os pequenos espaços confinados e escuros também são homenagens a um clássico filme noir de baixo orçamento.,1,subjetiva
1964,1964,"crazy jones é a história de Finnigan Jones, um soprador de folhas semi-suicida deprimido com síndrome de Tourette (t.s.).",0,objetiva
1965,1965,"Harris comanda a tela, usando sua fragilidade para sugerir os estragos de uma vida de corrupção e crueldade.",1,subjetiva
1966,1966,". . . um assunto sem graça, sempre assistível, mas dificilmente memorável.",1,subjetiva
1967,1967,"mostra que jackie chan está envelhecendo, e isso é algo que eu prefiro viver em negação",1,subjetiva
1968,1968,"nesta peça vívida e emocionalmente complexa, o escritor e diretor coreano Jeong Jae-eun retrata esse extraordinário ponto de virada na vida de todas as mulheres.",1,subjetiva
1969,1969,"haruna passa seus dias olhando para o mar, seu lindo rosto está enfaixado.",0,objetiva
1970,1970,"quase todo o filme é confuso em um nível ou outro, tornando o ararat muito mais exigente do que precisa ser.",1,subjetiva
1971,1971,a exibição soberbamente controlada de vulnerabilidade assassina de Huppert garante que a malícia tenha um rosto muito humano.,1,subjetiva
1972,1972,"após um confronto drástico com o mundo exterior 'normal' que resulta em brigas e pânico, o grupo se desfaz.",0,objetiva
1973,1973,"um é encontrado no aterro sanitário da cidade, e o outro é horrivelmente assassinado em um ônibus público.",0,objetiva
1974,1974,"ela diz a ele, e eles vão juntos para a consulta de ultrassonografia.",0,objetiva
1975,1975,"ajuda a estabelecer conexões, por exemplo, entre o estranhamente alemão kulturfilm e o filme avant-garde de la sarraz.",0,objetiva
1976,1976,"uma edição um pouco criteriosa teria ajudado muito, mas o elenco talentoso condiz com as ambições do filme e compensa seu orçamento modesto.",1,subjetiva
1977,1977,"o aaa da ação, xxx é uma explosão de adrenalina, avaliado eee para excitação. e vin diesel é o cara.",1,subjetiva
1978,1978,o crescente amor de Chep por Fran faz com que ele se disponha a vagar pelas ruas escuras à noite em busca de itens para ela.,,
1979,1979,traz a consciência para um assunto muitas vezes esquecido - a depressão feminina.,1,subjetiva
1980,1980,a coisa toda joga como um anúncio de magnata cansado.,1,subjetiva
1981,1981,"ele de fato é douglas ( timothy bottoms ) , uma perfeita aparência .",0,objetiva
1982,1982,"como seus amigos, familiares e representantes vêm em seu auxílio, a incapacidade de scotty para escrever impulsiona sua vida em uma direção da qual ele pode não ser capaz de recuperar o controle.",0,objetiva
1983,1983,"está claro por que deuces wild, que foi filmado há dois anos, vem acumulando poeira na prateleira da mgm.",1,subjetiva
1984,1984,será preciso um estômago forte para o espectador comum manter um apetite por apologética de pinochet após essa litania de sofrimento.,1,subjetiva
1985,1985,"mas as coisas não funcionaram como ele planejou, até . . .",0,objetiva
1986,1986,"en este ambiente de violência e pesimismo , salva y & # 193 ; ngel , dos p & # 237 ; caros de barrio , se ganan la vida mendigando en el metro para sus patatas bravas y sus verm & # 250 ; s de grifo .",0,objetiva
1987,1987,"depois de uma glamorosa - mas de curta duração - carreira como estrela de cinema, Evans tentou produzir .",0,objetiva
1988,1988,"a perseguição começou - os russos, cujo código de dna é aquele que Mattie tem em sua mochila, e um grupo de terroristas competem para obter o código da pessoa que todos supõem que o tem, gerry.",0,objetiva
1989,1989,"munnabhai começa a cortejar komal, mas ela está apaixonada por raja (ajay devgan), um vagabundo local que não faz nada além de trabalhar em uma pista de boliche como segurança.",0,objetiva
1990,1990,"eu reclamo o tempo todo de ver as mesmas ideias repetidas em filmes repetidamente, mas a identidade bourne prova que uma nova tomada é sempre possível.",1,subjetiva
1991,1991,"depois de ser preso, um jovem viciado em corridas de rua tenta evitar as armadilhas de seu passatempo ilegal.",0,objetiva
1992,1992,"ao avistar uma pequena lanchonete, que antes não estava lá, ele para em busca de ajuda.",0,objetiva
1993,1993,não alcança apenas por não levar os paralelos de shakespeare suficientemente longe.,1,subjetiva
1994,1994,"com seu senso de humor raivoso característico, o cineasta ativista Michael Moore se propõe a explorar as raízes desse derramamento de sangue.",0,objetiva
1995,1995,"o tipo de aula de história que você não se importaria de ver de novo e de novo, não importa o formato.",1,subjetiva
1996,1996,um filme bem elaborado que é ainda mais marcante porque alcança seu poder emocional e momentos de revelação com contenção e uma delicada ambiguidade .,1,subjetiva
1997,1997,"inteligente e divertido, mas muito mais espirituoso do que sábio.",1,subjetiva
1998,1998,é como se uma gaiola entediada passasse a duração do cronograma de filmagem do filme esperando para gritar: “Já tem ajuda? ``,1,subjetiva
1999,1999,"parece um pouco cuidadoso demais para ser absolutamente verdadeiro , mas ainda assim fornece um rico alimento para reflexão sobre as dores do processo criativo e as inseguranças do temperamento artístico .",1,subjetiva
2000,2000,"ela se apaixona por um mágico de sucesso, cuja vida ela destruiu apenas por fazer seu trabalho.",0,objetiva
2001,2001,"com tantos filmes por aí tentando e falhando em produzir uma única emoção honesta, é tão bom ver um que está embalado do começo ao fim com eles.",1,subjetiva
2002,2002,o último conjunto de quadrinhos de Cho não é tão nítido ou fresco quanto eu quero. . . mas ainda é muito engraçado.,1,subjetiva
2003,2003,"pelo caminho, ele encontra alguns personagens estranhos, um dos quais é uma vaca treinada nas artes marciais.",0,objetiva
2004,2004,"spin-off irracional, mas impressionantemente enxuto, dos efeitos inchados do verão passado, fest os retornos da múmia.",1,subjetiva
2005,2005,mais uma reciclagem inútil de um filme esportivo americano brutal de meados dos anos 70 .,1,subjetiva
2006,2006,"para aliviar sua colega de quarto (Selma Blair) através de uma depressão induzida pelo relacionamento, Cameron Diaz e Christina Applegate a levam para passear na cidade.",0,objetiva
2007,2007,ela deve ser julgada para buscar a liberdade de uma vida de prisão.,0,objetiva
2008,2008,"com um chuveiro desses, o que poderia dar errado no casamento?",0,objetiva
2009,2009,"shainberg tece um cenário cuidadosamente equilibrado que não é controlado por nenhum dos personagens, é estranhamente simpático a ambos e consegue ser terno e sombriamente cômico.",1,subjetiva
2010,2010,"abstraindo e mostrando detalhes extremos e conectando rotinas com temas e emoções, mentirasbeth worm dá uma perspectiva totalmente nova no dia a dia.",0,objetiva
2011,2011,"um documento histórico inestimável graças ao extraordinário acesso do cineasta ao massoud, cujo charme, cultivo e devoção ao seu povo são facilmente perceptíveis.",1,subjetiva
2012,2012,"mesmo que você não tenha interesse nas guerras de rap infestadas de gangues, leste-contra-oeste, este drama de música moderna nunca deixa de fascinar.",1,subjetiva
2013,2013,"A estreia ambiciosa, comovente e aventureira de Arliss Howard na direção, Big Bad Love, enfrenta tantos desafios que impõe a si mesmo que é possível perdoar as falhas do filme.",1,subjetiva
2014,2014,a extenuante tentativa de mudança de expressão de Seagal pode muito bem lhe dar o razzie deste ano.,1,subjetiva
2015,2015,"assim como sua visão facilmente desdenhosa do estilo de vida sofisticado, não há muito aqui.",1,subjetiva
2016,2016,"um ótimo elenco e um filme de flashback maravilhoso, mas às vezes confuso, sobre crescer em uma família disfuncional.",1,subjetiva
2017,2017,uma história real ambientada nos tempos modernos para aproximar as pessoas do conhecimento de que existe uma maneira melhor .,0,objetiva
2018,2018,"assista como as histórias arquetípicas de vida e morte, amor e renovação, e batalhas entre o bem e o mal cruzam linhas de cultura e classe para falar na linguagem da emoção humana crua.",0,objetiva
2019,2019,o carisma e a química do cubo compensam a brega e o clichê .,1,subjetiva
2020,2020,"não é que esperar pela felicidade seja um filme ruim, porque não é. é simplesmente incrivelmente chato.",1,subjetiva
2021,2021,"embora o filme de tom shadyac comece assustadoramente, na metade do caminho ele dá uma virada abrupta em sentimentalismo de glicose e artifício risível.",1,subjetiva
2022,2022,"não parece haver um caminho claro para onde a história está indo, ou quanto tempo vai levar para chegar lá.",1,subjetiva
2023,2023,"enquanto outras crianças compram incontáveis ​​horas de estudo só para conseguir uma nota no caderno de notas de algum professor, o bonitão Davis vê isso como nada mais do que um sistema de controle sobre sua mente.",0,objetiva
2024,2024,"ele ingenuamente se atrapalha com um submundo de imigrantes ilegais, advogados de imigração e os ins, e o amor de uma garota americana de origem indiana.",0,objetiva
2025,2025,um bordel do lado norte de chicago é o cenário para dupla negociação e chantagem quando uma nova senhora chega.,0,objetiva
2026,2026,"apesar de todas as suas reviravoltas na trama, e algumas delas beirando o bizarro à medida que o filme termina, o trabalho com sangue é uma peça forte e orientada para os personagens.",1,subjetiva
2027,2027,o que o diretor pode & # 8217 ; t fazer é fazer qualquer um dos val kilmer & # 8217 ; s duas pessoas interessantes ou com as quais vale a pena se preocupar .,1,subjetiva
