
texto, rótulo, rótulo_texto
O número um permanece e provavelmente continuará sendo o topo da série média.,0,subjetivo
Na segunda parte, a frieza dos personagens principais e o próprio filme me pegaram.,0,subjetivo
"Como funciona o sexto sentido, dançarinos Yoann Bourgeois vão demonstrar.",0,subjetivo
"Boa música é alternada com música que não se encaixa muito bem, o que diminui muito a impressão geral da música.",0,subjective
Este filme é um grande ponto de interrogação para mim.,0,subjetivo
"Nossa animação é um conto de fadas para crianças e adultos, isso é uma fantasia para adultos.",0,subjective
O filme é sem dúvida muito - estranho.,0,subjetivo
"Se eu fosse o protagonista, um balde de água provavelmente não faria isso.",0,subjetivo
"Maneira interessante de contar, atores cuidadosamente selecionados.",0,subjetivo
Seus detalhes tiram o vento das minhas velas e me deixam no paraíso.,0,subjetivo
"70% Para mim, um pouco mais fraco que a primeira parte.",0,subjetivo
"Ele gradualmente fica com mais medo, começa com a cena na água, como KITANO escreveu, simplesmente tem que ser visto... cheira um pouco a horror...",0,subjetivo
"De qualquer forma, eu estava ansiosa pelo filme quando era uma garotinha e aí veio o choque, absolutamente nada fazia sentido, as atuações eram simplesmente terríveis e os diálogos entre os personagens do mesmo jeito.",0,subjective
"Também não gostei de como o filme salta constantemente no tempo e de lugar para lugar, e achei que mesmo o personagem principal não foi muito bem descrito psicologicamente no filme - como espectador, aprendi muito pouco sobre ele, basicamente. apenas o que diz o próprio título do filme - que ele amava as mulheres e a pintura.",0,subjective
"É muito bem filmado, mas "aquela garota" age como um ganso.",0,subjetivo
"Temos medo de ver claramente e também temos medo de ser observados.",0,subjetivo
Curto vídeo engraçado sobre um pai desesperado, conhecido como Zuběnka, e sua filha inteligente.,0,subjetivo
"Mas mesmo assim, ainda é um épico de ação histórica consistente, não exagerado, que me surpreendeu agradavelmente.",0,subjective
Principalmente graças aos atores duas aulas melhores que o livro.,0,subjetivo
Eu provavelmente não gostei do triângulo estabelecido.,0,subjetivo
"Não entendo como Miller pôde fazer algo assim aos 70 anos, mas me curvo.",0,subjective
Este é um filme exatamente para o meu gosto.,0,subjetivo
"Não faltou nenhum dos gêneros listados acima, e claro também com uma linha romântica, caso contrário não seria o verdadeiro negócio.",0,subjetivo
"Acredite em mim, solteiros velhos, viúvos de palha e divorciados desesperados não têm vida fácil.",0,subjective
E uma paródia de Elinor de S&S :D :D :D,0,subjetivo
"Não é meu gênero, minha namorada me empurrou para isso, eu definitivamente não quero vê-lo mais de uma vez, mas foi possível de outras maneiras, especialmente a ilha dos suricatos :)) caso contrário, é um passarinho agradável, eu apenas não arrastaria o deus para lá, mas quando você está em uma situação difícil, todos se voltam para ele...",0,subjetivo
Esta comédia desprezível tem um toque tão smithiano.,0,subjetivo
"Naive me engana, eu pensei que seria um filme extra porque todo mundo estava descrevendo a experiência - uma luta de zumbis com um tubarão.",0,subjective
"Esse tipo de comportamento de 'destruir tudo o que é desconhecido'' pode custar muito caro à humanidade no universo real.",0,subjective
"Eu me pergunto como os filhos dela se saíram.",0,subjetivo
RZ é simplesmente ótimo como um bezerro de novela de fanboy confuso, e as criações de atuação dos outros (o Ch.R perfeito e incomumente medido como um assassino psicopata) são padrão de Hollywood (no bom sentido da palavra).,0,subjetivo
"Se ela interpretou o chato, estúpido e ingênuo Pippin tão perfeitamente, que pode te irritar com sua estupidez incrível logo após a cena de abertura de sua infância terminar, então ela é uma atriz e tira o chapéu para ela.",0,subjective
"Eles provaram que o limite do cenário pode ser empurrado um pouco mais.",0,subjective
Para mim, essas são duas pequenas falhas em um filme muito bem filmado.,0,subjetivo
"As cenas dramáticas funcionam e as piadas são em sua maioria boas, mesmo na dublagem tcheca, que surpreendentemente funciona com uma exceção (um cara dublando uma mulher negra).",0,subjective
"Vi partes da limpeza de um espelho de telescópio, construção de um parque eólico e manutenção de uma ponte ferroviária escocesa e adorei.",0,subjective
"Ele é tão incrivelmente irreal e desajeitado que não é bonito.",0,subjetivo
Mas a ação não é suficiente e é tão acelerada.,0,subjetiva
E a porcaria sobre os melhores dias da minha vida é um pouco demais para mim.,0,subjetivo
"Roubar os melhores filmes que a trilogia tenta construir.",0,subjective
"Quando o mundo se livrar dessa atitude, não haverá guerras, nem disputas.",0,subjective
"Foi muito divertido e talvez, mas... o que eu estava realmente assistindo?",0,subjetivo
Nem um minuto do filme é desperdiçado e definitivamente vale a pena ver.,0,subjetivo
"Recentemente vi este filme pela primeira vez e sinto que a fama o precedeu.",0,subjective
Eu esperava mais pathos e um bando de alemães incompetentes.,0,subjetivo
Eu vi Ragtime na tela grande na noite de abertura do Forman Festival e foi ótimo.,0,subjetivo
"Me chute, mas achei perfeito.",0,subjetivo
"Filmes de Lovercraft não são algo que você vê todos os dias, ou são filmes ruins ou obras menos conhecidas.",0,subjective
Essa história bíblica filmada não me empolgou muito. Os truques foram bons. A atuação também foi boa. Mas, Deus, era tão vazio.,0,subjetivo
"Quando criança, eu queria ser um ladrão tão elegante quanto o Sr. Danny Ocean.",0,subjective
"Black Mass é um drama muito simpático que definitivamente não decepciona.",0,subjective
"Com o grande combate corpo a corpo que os agentes serviram, bem como a massagem final corpo a corpo do protagonista, eu definitivamente estava sentindo falta de um duelo de dojo de treinamento Morpheus x Neo.",0,subjective
"Se este personagem e as obras-primas de Donner não significassem tanto para mim, eu preferiria um ou pior.",0,subjective
"O que surpreendentemente não é suficiente para tornar este curta-metragem divertido.",0,subjetivo
"Não estou dizendo que é um trabalho inovador, mas gostei bastante.",0,subjective
"Eu realmente não gosto de intrigas.",0,subjetivo
"Se houvesse um pouco mais de enredo, é mais divertido.",0,subjetivo
"Apesar das falhas óbvias, como o ritmo instável do filme e alguns elementos ilógicos, este show de ""fantoches"" em uma grande atmosfera escura merece fogo total, especialmente graças à boa atmosfera, para belas batalhas de mentes mesmo em "" Estilo "jedi", agradando o jogo com luz e sombras, pela música bem elaborada e o bastardo Dong-won Kang, que abusa de sua habilidade sobrenatural sem explicação ou motivo aparente...",0,subjetivo
"Terror é um clichê do começo ao fim e sem graça.",0,subjetivo
Durante o filme, me deparei com várias ambiguidades.,0,subjetivo
Mas sim, os australianos se saíram muito bem.,0,subjetivo
"No entanto, o que chama a atenção são, claro, armadilhas e mortes realmente sangrentas.",0,subjetivo
"É muito mais interessante ver esse ator em um papel em que ele infringe a lei do que como Ron.",0,subjetivo
"O filme era completamente estranho para ele, ele ignorou o máximo possível, era apenas uma taxa.",0,subjective
"Lindo, cheio de fantasia, um DRAGÃO em ótima forma.",0,subjetivo
"Além disso, o rapaz estava muito chateado e eu não entendo por que o Sr. Arthur Bishop não deu um tiro em ambos os joelhos para que ele não o seguisse mais.",0,subjective
"Também estrela o icônico Hércules com seu capanga Jolaos, Xena, três atrizes "talentosas" que ou não agem e jogam água em suas cabras ou exageram de tal maneira que eu não posso deixar de rir.", 0, subjetivo
Dentro de seu gênero e década, Mulher-Gavião ainda é uma forma de fantasia digerível para mim.,0,subjetivo
"um filme do qual eu esperava muito e não recebi quase nada.",0,subjetivo
"É muito bom ver que o versátil Lasse Hallström, mesmo depois de muitos anos no centro das atenções, raramente suja as mãos.",0,subjective
"Bom pra mim, mas precisaria de um pouco de cereja extra para a classificação final.",0,subjetivo
Dirigido por Robert Rodriguez + coadjuvante Danny Trejo = seriamente estúpido.,0,subjetivo
Melhor 4 e 1/2 estrelas por causa desse Frodo... na versão estendida de colecionador é claro,0,subjetivo
Cameron filmou Aurora pela segunda vez após o Exterminador do Futuro 2, e devemos ser gratos a ele por isso, dada a motivação de outros criadores para igualá-lo.,0,subjetivo
"Não se encaixa na classificação vermelha, mas houve algumas situações engraçadas que me divertiram.",0,subjective
"Talvez só a dublagem tcheca, mata o filme...",0,subjetivo
"Por exemplo, o romance de Kili com o elfo Tauriel, ou o passeio de barril de Bombura pela terra, durante o qual ele bate em vários goblins, me pareceram um pouco exagerados.",0,subjective
Muito sucesso para a época.. :-),0,subjetivo
"Por outro lado, o enredo funciona, a atmosfera é muito boa e eu gostei das sequências de ação.",0,subjective
"Eu apenas peguei isso da Marvel, lá é construído assim desde o início, aqui às vezes zombava de certos momentos.",0,subjective
"É uma questão se o autor está saqueando o "faunismo" ou, ao contrário, um tempo anormal em que a orientação arquetípica não é possível.",0,subjetivo
e é aí que toda a grandiosidade termina.,0,subjetivo
A princípio parece uma comédia inocente com uma persecon fofa e momentos ecchi assados.,0,subjetivo
"Assim, os fãs obstinados do original ficarão empolgados, outros nem tanto.",0,subjective
"Russell Crow teve o melhor desempenho que eu já vi aqui, só de dizer seu nome me faz lembrar o gladiador molhado e durão, cujo principal traço de caráter é dignidade e honra, que deve se aplicar a todos na vida real.",0 , subjetivo
"Eu sempre associei Tony Todd a um enxame de abelhas voando para fora de sua boca.",0,subjective
"Inferno é quando você escreve um roteiro em que o enredo é movido com uma caneta.",0,subjective
Um filme interessante sobre um assunto bastante misterioso.,0,subjetivo
"A conclusão parece uma porcaria para mim, como cortar e acabar com o sofrimento geral.",0,subjetivo
"Não há economia aqui, a trama acelerada mata a atmosfera.",0,subjetivo
Eles definitivamente não são semelhantes em quase nada.,0,subjetivo
"Uma comédia paródica parodiando a si mesma, é seriamente um sucesso do mais alto calibre.",0,subjective
"Algumas passagens são inesquecíveis e eu gosto delas todas as vezes, mesmo sabendo de cor.",0,subjective
"Depois de respostas bastante reservadas, fiquei agradavelmente surpreendido com este espetáculo, contém talvez tudo o que espero de Baz Luhrmann.",0,subjective
Ainda gosto de tensão, mas sem resolução.,0,subjetivo
"No entanto, a igreja tentou alienar-se praticamente constantemente, sugerindo às suas "ovelhas" em que acreditar, como agir e como pensar.",0,subjetivo
