,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
699,1,tive dell por number anos e meio e foi um notebook muito bom esse asus agora está me parecendo tão bom quanto d,,,,,,,,,,,,,subjetiva
700,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
701,0,dell number number gigabytes intel pentium dual core number ghz number gigabytes notebook …http emoticon cube produtos abe nurse de del newoffers informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
702,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
703,-1,compre um notebook da dell e de brinde ganhe number meses de dor de cabeça ou sofra com ela até trocar de notebook emoticon,,,,,,,,,,,,,subjetiva
704,0,especialistas em notebook dell hp sony vaio acer referencia nacional especialista em notebook url,,,,,,,,,,,,,objetiva
705,0,o brother marcus está vendendo o dell dele máquina novinha hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
706,0,mega promoção imperdível de celular top confira você também url,,,,,,,,,,,,,objetiva
707,0,username estou fazendo manutenção preventiva do meu notebook dell peças para todos os lados incrível como espaço nunca é suficiente,,,,,,,,,,,,,objetiva
708,0,submarino notebook ultrafino dell vostro v14t number a20 com intel core i5 4gb comprar agora url,,,,,,,,,,,,,objetiva
709,-1,ativei as configurações do touchped do notebook fui pra casa da namorada voltei me deitei e agora que apareceu a janela de opções hashtag,,,,,,,,,,,,,subjetiva
710,0,tem um notebook ai no meio hashtag hashtag goiás do pará url,,,,,,,,,,,,,objetiva
711,0,username fui furtado amiga e levaram meu notebook dell aspiro number abo number,,,,,,,,,,,,,objetiva
712,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
713,-1,meu notebook está pedindo pra ser jogado pela janela username ainda essa porra paguei horrores hashtag,,,,,,,,,,,,,subjetiva
714,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
715,0,recuperação de hd notebook dell vai ficar novo em big informática,,,,,,,,,,,,,objetiva
716,0,parece que vou poder comprar meu tão sonhado notebook dell inspiron number i7 8gb ram 1tb hd estou d,,,,,,,,,,,,,objetiva
717,1,a melhor coisa do notebook da dell é o teclado iluminado era um sacrifício digitar no encurto,,,,,,,,,,,,,subjetiva
718,0,vou me aventurar tentando instalar o os ex demite no meu notebook dell hackintosh no inspiron,,,,,,,,,,,,,objetiva
719,0,vendo seminovo notebook dell preço original ar number number vendo por apenas ar number number notebook dell inspiron url,,,,,,,,,,,,,objetiva
720,0,entrei no site da hashtag pra vê se tinha atualização resultado vou ter que atualizar quase todos os componentes do notebook,,,,,,,,,,,,,objetiva
721,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
722,0,dell latitude e4310 number notebook …http emoticon sim en acional palatal it emas buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
723,0,dell anuncia um mega notebook com ubuntu préinstalado diclinas linux ubuntu android e url,,,,,,,,,,,,,objetiva
724,0,experimentando um notebook dell que já vem com hashtag será que a username fez um bom trabalho link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
725,0,adicionei um vídeo a uma playlist username url … notebook dell inspiron number 4r português brasileiro,,,,,,,,,,,,,objetiva
726,1,pessoal quem precisar de um notebook pode ir nesse que vale muito a pena dell core i7 com number 6gb de memória url,,,,,,,,,,,,,subjetiva
727,0,username esse símbolo da dell no seu notebook meio escondido é porque a dell pagou meio cache username,,,,,,,,,,,,,objetiva
728,0,pensando seriamente em sair de computador torre pra notebook só não sei se invisto num mac ou num dell,,,,,,,,,,,,,objetiva
729,1,enfim a formatação do notebook ficou perfeita o desempenho está number do vostro number parabéns a username por deixar os drivers atualizados,,,,,,,,,,,,,subjetiva
730,0,quero um notebook i5 dell asus samsung ou hp quem oferecer o menor preço compro username username username username,,,,,,,,,,,,,objetiva
731,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
732,1,boa noite pessoal meu notebook chegou fiquei até surpreso com a rapidez que montaram e mandaram parabéns username,,,,,,,,,,,,,subjetiva
733,-2,nada como entrar no site da dell cair de amores por um notebook e descobrir que ele custa quase number mil urgh,,,,,,,,,,,,,subjetiva
734,0,e ele voltou para a reta final do tcc hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
735,0,username falando de notebook da dell tem um na minha frente sjxbsjdns,,,,,,,,,,,,,objetiva
736,0,quero muito um notebook da dell ai meus pais compram um da philco,,,,,,,,,,,,,objetiva
737,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
738,1,nunca jamais em hipótese nenhuma troque um notebook username por um username hashtag,,,,,,,,,,,,,subjetiva
739,0,alguém que está no centro de biociências urna e possui um notebook dell pode me emprestar o carregador por uma hora,,,,,,,,,,,,,objetiva
740,0,vendo notebook dell super conservado só venda mesmo ar number number recuperável,,,,,,,,,,,,,objetiva
741,1,design é pouco pro xps number que notebook lindo url,,,,,,,,,,,,,subjetiva
742,0,notebook dell inspiron i14 number intel core i7 8gb hd 1tb computadores e acessórios boa url,,,,,,,,,,,,,objetiva
743,1,notebook dell agilidade e ótima performance para realizar as mais variadas tarefas,,,,,,,,,,,,,subjetiva
744,0,o notebook dell inspiron number vira tablet com um giro do teclado o notebook inspiron number da dell pode ser url,,,,,,,,,,,,,objetiva
745,0,troca de tela de notebook dell number da senhorita gabriel fonseca em breve estará top hashtag,,,,,,,,,,,,,objetiva
746,0,notebook conversível com até number de desconto na fnac http emoticon kiwi ciados de contos com para number wt 9ciados de contos com para number wt number hashtag hashtag hashtag hashtag,,,,,,,,,,,,,objetiva
747,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
748,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
749,0,o notebook dell inspiron number vira tablet com um giro do teclado url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
750,0,ofertas em notebooks dell url cupom de desconto rca number number reterei number curtiu responder pretextar curtir number,,,,,,,,,,,,,objetiva
751,0,hashtag to hashtag dell inspiron number notebook user manual tb006500570009 username,,,,,,,,,,,,,objetiva
752,0,dell anuncia um mega notebook com ubuntu préinstalado url … hashtag hashtag,,,,,,,,,,,,,objetiva
753,0,hashtag hashtag um hashtag hashtag com hashtag préinstalado url hashtag hashtag,,,,,,,,,,,,,objetiva
754,0,url … modelo top de linha da dell vem com ubuntu de fábrica,,,,,,,,,,,,,objetiva
755,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
756,0,parceria dell anuncia um mega notebook com ubuntu préinstalado novo notebook de alto desempenho da dell rod url number reterei number curtiu responder pretextar number curtir,,,,,,,,,,,,,objetiva
757,0,username único dell aqui é meu notebook e eu vou socar ele na sua cabeça,,,,,,,,,,,,,objetiva
758,-1,jamais comprem notebook da username username username porque as máquinas estragam em menos de number ano e eles não consertam hashtag hashtag,,,,,,,,,,,,,subjetiva
759,0,garanta já o seu notebook dell com garantia em domicílio e em number 0x sem juros url emoticon link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
760,-1,nunca mas jamais comprem notebook da username username username porque as máquinas estragam em menos de number ano e eles não consertam,,,,,,,,,,,,,subjetiva
761,0,deu a louca na aire notebook dell seminovo super barato e em ótimo estado url,,,,,,,,,,,,,objetiva
762,0,hashtag chegou a hora de comprar um super notebook da dell em até number 0x sem juros confira url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
763,0,aproveite as condições especiais e garanta o seu notebook dell em number 0x sem juros url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
764,0,o cara da dell pega meu notebook pra consertar o outro notebook quebrado daqui de casa amem ainda bem que eu não tava estudando,,,,,,,,,,,,,objetiva
765,-1,troquei number por meia dúzia achei que trocando meu notebook da dell pelo da samsung ia me livrar de problemas porra nenhuma,,,,,,,,,,,,,subjetiva
766,0,gostei de um vídeo username url … desmontar um notebook dell vostro number,,,,,,,,,,,,,objetiva
767,0,meu note é sony e é o melhor notebook que já tive o outro era dell,,,,,,,,,,,,,objetiva
768,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
769,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
770,0,me ha gostei un vídeo de username http emoticon coutou be ms4p6rjufks a configuração de boot do notebook dell inspiron number number,,,,,,,,,,,,,objetiva
771,0,it alive consertei sozinho toma sociedade hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
772,1,vi um notebook pe ar fá e ai te o ontem na saraiva dell i7 number terceira geração tela touch 8g teclado retroiluminado e virava mesa digitalizadora,,,,,,,,,,,,,subjetiva
773,0,dell inspiron e1405 notebook user manual tb006500570019 url,,,,,,,,,,,,,objetiva
774,1,próximo sonho de consumo notebook dell inspiron number pirei nesse negócio,,,,,,,,,,,,,subjetiva
775,-1,comprei um notebook fodido da dell paguei a vista e me deram prazo de até number dias para entrega,,,,,,,,,,,,,subjetiva
776,-2,ai seu notebook trava number mês depois de ter acabado a garantia e o técnico fala na sua cara que não tem mais o que fazer te amo dell,,,,,,,,,,,,,subjetiva
777,0,notebook dell é bem fácil comprar o seu com instalação e configuração url … via username,,,,,,,,,,,,,objetiva
778,0,notebook dell é bem fácil comprar o seu com instalação e configuração url … via username,,,,,,,,,,,,,objetiva
779,0,submarino notebook dell inspiron i14 number a30 intel core i7 8gb 2gb de memória dedicada url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
780,0,o notebook da dell de number number polegadas também é tablet ele vem com opção de tela full hd touchscreen e tem bate url,,,,,,,,,,,,,objetiva
781,0,dell inspiron number vira tablet com um giro do teclado o notebook da dell de number number polegadas também é tablet e url,,,,,,,,,,,,,objetiva
782,0,dell inspiron number vira tablet com um giro do teclado o notebook da dell de number number polegadas também é tablet e url,,,,,,,,,,,,,objetiva
783,0,coisas de consultório homem ostentando com number notebook dell outro homem dormindo e um menino com camisa do vasco link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
784,1,username a letra é feia mas pelo menos tem o notebook da dell,,,,,,,,,,,,,subjetiva
785,0,gostei de um vídeo username de username url gta ver no notebook com placa nvidia gt number 0m e 6gb de ram dell number 4r,,,,,,,,,,,,,objetiva
786,-1,na verdade tudo isso é culpa da dell porque se a dell fizesse uma bateria decente que não vicie tão facilmente o notebook teria ido,,,,,,,,,,,,,subjetiva
787,0,username o que você acha deste notebook url …,,,,,,,,,,,,,objetiva
788,0,uma gamela dessa vez testando gta ver no notebook dell url ver conteúdo multimídia,,,,,,,,,,,,,objetiva
789,-1,dá uma olhada nessa reclamação que eu fiz contra dell computadores do brasil no username url …,,,,,,,,,,,,,subjetiva
790,0,ana carolina gentia pretextou snap d anielbovol en to excelente sugestão de presente hashtag dell inspiron number série number notebook que vira tablet hashtag ana carolina gentia adicionou,,,,,,,,,,,,,objetiva
791,0,confira nossas soluções para as perguntas mais frequentes sobre a bateria de seu notebook url ver foto,,,,,,,,,,,,,objetiva
792,1,alguém me dá um notebook dell estou apaixonado por esse teclado molinho e gostoso de digitar ai estou apaixonado mesmo,,,,,,,,,,,,,subjetiva
793,0,lançamento number notebook dell xps number tem tela com bordas reduzidas confira url …,,,,,,,,,,,,,objetiva
794,0,preciso de um carregador de notebook dell o meu já era,,,,,,,,,,,,,objetiva
795,0,notebooks dell com até ar number number de desconto no ricardo ele … http emoticon kiwi ciados de contos com para number wt number 6ciados de contos com para number wt number hashtag hashtag hashtag hashtag,,,,,,,,,,,,,objetiva
796,0,alguém pode indicar uma assistência em salvador que faça manutenção em notebook dell fora da garantia username alguma indicação,,,,,,,,,,,,,objetiva
797,-1,e o pior é que paguei caro numa configuração mais parruda pra depois ficar essa carroça na boa não comprem notebook da dell,,,,,,,,,,,,,subjetiva
798,-1,terceiro notebook dell que da problema com internet wi fi aqui em casa,,,,,,,,,,,,,subjetiva
799,-1,adeus notebook dell escroto cheio de vírus descanse em paz,,,,,,,,,,,,,subjetiva
800,0,esperando ate agora o cara da dell vir consertar meu notebook,,,,,,,,,,,,,objetiva
801,-1,notebook dell inspiration number é uma roubada não comprem url via username,,,,,,,,,,,,,subjetiva
802,0,username imagina eu quando ele posta no grupo lá no face vendo computador dell ou troco por notebook manda proposta ai no celular,,,,,,,,,,,,,objetiva
803,1,saudades de quando eu tinha um notebook da dell,,,,,,,,,,,,,subjetiva
804,0,eu só queria aqueles notebook da dell de number reais,,,,,,,,,,,,,objetiva
805,0,number ar number number number notebook dell inspiron com intel core i7 8gb 2gb de memória hashtag submarino url …,,,,,,,,,,,,,objetiva
